long,lat,order,hole,piece,id,group,GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
-57.70680618,-38.218193050000004,339,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70735931,-38.218193050000004,340,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70735931,-38.21847153,341,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70819473,-38.21847153,342,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70819473,-38.21875,343,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70875168,-38.21875,344,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70875168,-38.21902847,345,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70902634,-38.21902847,346,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70902634,-38.219306949999996,347,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70930481,-38.219306949999996,348,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70930481,-38.2195816,349,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70958328,-38.2195816,350,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.70958328,-38.21986008,351,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71097183,-38.21986008,352,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71097183,-38.22013855,353,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71180725,-38.22013855,354,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71180725,-38.22041702,355,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71236038,-38.22041702,356,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71236038,-38.2206955,357,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7131958,-38.2206955,358,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7131958,-38.22097397,359,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71347046,-38.22097397,360,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71347046,-38.22124863,361,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7140274,-38.22124863,362,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7140274,-38.2215271,363,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71458435,-38.2215271,364,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71458435,-38.22180557,365,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71513748,-38.22180557,366,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71513748,-38.22208405,367,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71541595,-38.22208405,368,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71541595,-38.22236252,369,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71569443,-38.22236252,370,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71569443,-38.22263718,371,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7159729,-38.22263718,372,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7159729,-38.22291565,373,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7168045,-38.22291565,374,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7168045,-38.22319412,375,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71763992,-38.22319412,376,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71763992,-38.2234726,377,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.718193050000004,-38.2234726,378,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.718193050000004,-38.22375107,379,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71847153,-38.22375107,380,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.71847153,-38.22402954,381,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.719306949999996,-38.22402954,382,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.719306949999996,-38.2243042,383,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7195816,-38.2243042,384,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7195816,-38.22458267,385,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7206955,-38.22458267,386,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7206955,-38.22486115,387,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7215271,-38.22486115,388,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7215271,-38.22513962,389,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72208405,-38.22513962,390,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72208405,-38.22541809,391,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72291565,-38.22541809,392,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72291565,-38.22569275,393,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72319412,-38.22569275,394,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72319412,-38.22597122,395,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72402954,-38.22597122,396,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72402954,-38.22624969,397,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72486115,-38.22624969,398,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72486115,-38.22652817,399,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72597122,-38.22652817,400,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72597122,-38.22680664,401,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72624969,-38.22680664,402,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72624969,-38.22708511,403,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72652817,-38.22708511,404,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72652817,-38.22735977,405,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72680664,-38.22735977,406,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72680664,-38.22763824,407,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72708511,-38.22763824,408,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72708511,-38.22791672,409,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72735977,-38.22791672,410,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72735977,-38.22819519,411,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72763824,-38.22819519,412,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72763824,-38.22847366,413,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72819519,-38.22847366,414,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72819519,-38.22874832,415,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72874832,-38.22874832,416,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.72874832,-38.22902679,417,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73097229,-38.22902679,418,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73097229,-38.22930527,419,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73125076,-38.22930527,420,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73125076,-38.22958374,421,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73208237,-38.22958374,422,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73208237,-38.22986221,423,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73430634,-38.22986221,424,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73430634,-38.23014069,425,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73458481,-38.23014069,426,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73458481,-38.23041534,427,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73597336,-38.23041534,428,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73597336,-38.23069382,429,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73652649,-38.23069382,430,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73652649,-38.23097229,431,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73764038,-38.23097229,432,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73764038,-38.23125076,433,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73875046,-38.23125076,434,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73875046,-38.23152924,435,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7393074,-38.23152924,436,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7393074,-38.23180389,437,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73958206,-38.23180389,438,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73958206,-38.23208237,439,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73986053,-38.23208237,440,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.73986053,-38.23236084,441,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74097061,-38.23236084,442,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74097061,-38.23263931,443,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74152756,-38.23263931,444,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74152756,-38.23291779,445,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74180603,-38.23291779,446,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74180603,-38.23319626,447,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7420845,-38.23319626,448,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.7420845,-38.23347092,449,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74291611,-38.23347092,450,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74291611,-38.23374939,451,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74430466,-38.23374939,452,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74430466,-38.23402786,453,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74514008,-38.23402786,454,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74514008,-38.23430634,455,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74819565,-38.23430634,456,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74819565,-38.23458481,457,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74847412,-38.23458481,458,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74847412,-38.23485947,459,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74902725,-38.23485947,460,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74902725,-38.23513794,461,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74930573,-38.23513794,462,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.74930573,-38.23541641,463,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.75013733,-38.23541641,464,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.75013733,-38.23569489,465,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.75069427,-38.23569489,466,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.75069427,-38.23597336,467,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
-57.75125122,-38.23597336,468,FALSE,1,51,51.1,ARG,Argentina,ARG.1_1,Buenos Aires,NA,ARG.1.52_1,General Pueyrredón,Mar del Plata,NA,Partido,Part,NA,AR.BA.GP
